latitude,longitude,name,address,map_url
48.21558000000001,16.379714000000035,Harvest Café,"Karmeliterplatz 1, 1020 Wien, Autriche",http://www.openstreetmap.org/?mlat=48.21558000000001&mlon=16.379714000000035#map=4/48.21558000000001/16.379714000000035/m
43.5910499,1.4447410999999875,Manger autrement chez Prasad,"155 Grande Rue Saint-Michel, 31400 Toulouse, France",http://www.openstreetmap.org/?mlat=43.5910499&mlon=1.4447410999999875#map=4/43.5910499/1.4447410999999875/m
47.90023,1.9092439999999442,Angkor,"228 Rue de Bourgogne, 45000 Orléans",http://www.openstreetmap.org/?mlat=47.90023&mlon=1.9092439999999442#map=4/47.90023/1.9092439999999442/m
43.6044432,1.4525187,Le Yéti,"21 Rue de la Colombette, 31000 Toulouse",http://www.openstreetmap.org/?mlat=43.6044432&mlon=1.4525187#map=4/43.6044432/1.4525187/m
50.362408,3.51729,Sushi Val,"41 Avenue du Sénateur Girard, 59300 Valenciennes, France",http://www.openstreetmap.org/?mlat=50.362408&mlon=3.51729#map=4/50.362408/3.51729/m
48.102353,-1.71337,Pique-Prune — Cleuney,"132 Rue Eugène Pottier, 35000 Rennes, France",http://www.openstreetmap.org/?mlat=48.102353&mlon=-1.71337#map=4/48.102353/-1.71337/m
48.637804,-2.019055,Café Crêperie de la Plage,Rue des Bas Sablons Saint-Malo,http://www.openstreetmap.org/?mlat=48.637804&mlon=-2.019055#map=4/48.637804/-2.019055/m
48.778591,2.29121,Crêperie Garnier,"4 Place du Général de Gaulle, 92330 Sceaux",http://www.openstreetmap.org/?mlat=48.778591&mlon=2.29121#map=4/48.778591/2.29121/m
43.299375,5.377497,Grain de Sable,"34 Rue du Baignoir, 13001 Marseille, France",http://www.openstreetmap.org/?mlat=43.299375&mlon=5.377497#map=4/43.299375/5.377497/m
48.8662633,2.3359812999999576,Nest ,"9 Rue Villedo, 75001 Paris, France",http://www.openstreetmap.org/?mlat=48.8662633&mlon=2.3359812999999576#map=4/48.8662633/2.3359812999999576/m
48.879205,2.366604999999936,Kheak & Vero,"1 Rue Alexandre Parodi, 75010 Paris",http://www.openstreetmap.org/?mlat=48.879205&mlon=2.366604999999936#map=4/48.879205/2.366604999999936/m
48.11528400000001,-1.6787890000000516,Black Temple Food,"4 Passage des Carmélites, 35000 Rennes, France",http://www.openstreetmap.org/?mlat=48.11528400000001&mlon=-1.6787890000000516#map=4/48.11528400000001/-1.6787890000000516/m
48.8410204,2.361677900000018,Bibimbap,"32 Boulevard de l'Hôpital, 75005 Paris, France",http://www.openstreetmap.org/?mlat=48.8410204&mlon=2.361677900000018#map=4/48.8410204/2.361677900000018/m
48.910865,2.333677999999964,Bon Appétit,"9 Avenue Gabriel Péri, 93400 Saint-Ouen, France",http://www.openstreetmap.org/?mlat=48.910865&mlon=2.333677999999964#map=4/48.910865/2.333677999999964/m
48.853872,2.4205560000000332,Casa Poblano,"15 Rue Lavoisier, 93100 Montreuil, France",http://www.openstreetmap.org/?mlat=48.853872&mlon=2.4205560000000332#map=4/48.853872/2.4205560000000332/m
47.39440099999999,0.6806940000000168,Shelter,"19 Rue du Grand Marché, 37000 Tours, France",http://www.openstreetmap.org/?mlat=47.39440099999999&mlon=0.6806940000000168#map=4/47.39440099999999/0.6806940000000168/m
43.2894616,5.387346999999977,Londonewyork,"77 Rue de Lodi, 13006 Marseille, France",http://www.openstreetmap.org/?mlat=43.2894616&mlon=5.387346999999977#map=4/43.2894616/5.387346999999977/m
50.68932,3.170688000000041,Cooperative Baraka,"20 Rue de Sébastopol, 59100 Roubaix, France",http://www.openstreetmap.org/?mlat=50.68932&mlon=3.170688000000041#map=4/50.68932/3.170688000000041/m
48.846793,2.2938890000000356,Brasserie Lola,99 rue du Théâtre Paris,http://www.openstreetmap.org/?mlat=48.846793&mlon=2.2938890000000356#map=4/48.846793/2.2938890000000356/m
48.87481529999999,2.3255444000000125,La pause libanaise,"08 Rue de l'Isly, 75008 Paris, France",http://www.openstreetmap.org/?mlat=48.87481529999999&mlon=2.3255444000000125#map=4/48.87481529999999/2.3255444000000125/m
46.34842889999999,6.3564331999999695,Ed's kitchen,"Route du Lac, 74140 Excenevex, France",http://www.openstreetmap.org/?mlat=46.34842889999999&mlon=6.3564331999999695#map=4/46.34842889999999/6.3564331999999695/m
48.877809,2.3488139999999476,La Presqu'Ile,"113 Rue du Faubourg Poissonnière, 75009 Paris, France",http://www.openstreetmap.org/?mlat=48.877809&mlon=2.3488139999999476#map=4/48.877809/2.3488139999999476/m
45.192513,5.730308000000037,Wokbar,"14 Rue Barnave, 38000 Grenoble, France",http://www.openstreetmap.org/?mlat=45.192513&mlon=5.730308000000037#map=4/45.192513/5.730308000000037/m
45.1652784,5.697064899999987,Sapori Antichi,"69 Rue de la Liberté, 38180 Seyssins, France",http://www.openstreetmap.org/?mlat=45.1652784&mlon=5.697064899999987#map=4/45.1652784/5.697064899999987/m
